Наименование;Производитель ;Цена;Ссылка
ЦЕЛЕКОКСИБ-ВИАЛ;Протекх Биосистемс Пвт.Лтд ;137;/product/czelekoksib-vial-01-n10-kaps-5e32786965b5ab000165904d/
АЭРТАЛ;Гедеон Рихтер ОАО ;342;/product/aertal-15-600-krem-5e32638165b5ab000164eff7/
ИНДОМЕТАЦИН-АЛЬТФАРМ;Альтфарм ООО ;94;/product/indometaczin-altfarm-01-n10-supp-5e3266bff5a9ae000140766e/
БРУФЕН СР;Фамар А.В.Е. ;205;/product/brufen-sr-08-n14-tabl-prolong-vysvob-pplenoboloch-5e326a19ca7bdc000192dad3/
КЕТОРОЛАК;Биосинтез ПАО ;50;/product/ketorolak-003ml-1ml-n10-amp-r-r-vv-vmbiosintez-5e32644cf5a9ae0001406621/
НАЯТОКС;Мекофар Кемикал-Фармасьютикал Джойнт Сток Компани ;183;/product/nayatoks-200-maz-5e3266dfca7bdc000192c0e8/
НАБОР МЕЛОКСИКАМ-АКРИХИН 0,01/МЛ 1,5МЛ N3 АМП Р-Р В/М закажи 2 упаковки со скидкой 25%;ПОЛЬФАРМА Фармацевтический завод, АО ;385;/product/6102d2363662753def1df18e/
МАСЛО КАМФОРНОЕ;ЙОДНЫЕ ТЕХНОЛОГИИ И МАРКЕТИНГ, ООО ;30;/product/maslo-kamfornoe-10-30ml-flak-polimer-r-r-dnaruzh-prim-607d56dc9d17ca8926b72bc2/
ЗОЛЕДРОНОВАЯ КИСЛОТА;Фармидея ООО / Обнинская химико-фармацевтическая компания ЗАО ;2 621;/product/zoledronovaya-kislota-00045ml-5ml-n1-flak-koncz-dr-ra-dinffarmideya-60053adac85d854a5cd025c4/
НАКЛОФЕН ДУО;КРКА, д.д., Ново место, АО ;94;/product/naklofen-duo-0075-n20-kaps-s-modif-vysvob-5e326fc0ca7bdc0001930973/
ДИКЛОФАРМ;ВЕТПРОМ АД ;89;/product/diklofarm-0025ml-3ml-n5-amp-r-r-vm-61519c1add4dad5e1aa13541/
МУКОСАТ МАЗЬ;МУКОСАТ ;263;/product/mukosat-5-300-maz-dnaruzh-prim-5e3269ae65b5ab0001651d4c/
МОВАЛИС;Берингер Ингельхайм Эллас А.Е ;534;/product/movalis-0015-n10-tabl-5e3279ab65b5ab0001659af7/
МОТРИН;Акрихин ХФК АО ;162;/product/motrin-025-n10-tabl-5e327856f5a9ae0001410104/
ЭЛЬБОНА;Эллара, ООО ;1 030;/product/elbona-02ml-2ml-n6-amp-r-r-vmr-l-5e326decca7bdc000192f907/
ДИКЛОФЕНАК-МФФ;МОСКОВСКАЯ ФАРМ. ФАБРИКА, ЗАО ;35;/product/diklofenak-mff-005-n10-supp-rekt-5e326a7df5a9ae00014094a6/
ДЕКСКЕТОПРОФЕН-СЗ;Северная Звезда, НАО ;140;/product/deksketoprofen-sz-0025-n10-tabl-pplenoboloch-5e8c59962b388b00014428fe/
МОВАЛИС;Берингер Ингельхайм Эспана С.А. ;666;/product/movalis-001515ml-n3-amp-r-r-vm-5e326eacca7bdc000192ff76/
МЕЛОКСИКАМ-АКРИХИН РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;ПОЛЬФАРМА Фармацевтический завод, АО ;257;/product/meloksikam-akrixin-001ml-15ml-n3-amp-r-r-vm-5e326df065b5ab0001653e7d/
ДОЛАК;Кадила Фармасьютикалз Лимитед ;28;/product/dolak-001-n20-tabl-po-5e3272a665b5ab0001656101/
ЭВАМЕНОЛ НАЗО;Московская фармацевтическая фабрика, ЗАО ;119;/product/evamenol-nazo-13-12ml-flak-kapli-nazal-5e327416ca7bdc00019323ea/
БУТАДИОН;Гедеон Рихтер ОАО ;213;/product/butadion-5-200-maz-5e32763365b5ab0001657c1b/
АРТРАДОЛ;АРМАВИРСКАЯ БИОФАБРИКА ФКП ;742;/product/artradol-01-n10-amp-liofilizat-dr-ra-vm-5e326fb065b5ab0001654e65/
БРУСТАН;Сан Фармасьютикал Индастриз Лтд ;177;/product/brustan-n10-tabl-pplenoboloch-5e326422f5a9ae0001406500/
СУППОЗИТОРИИ;ВОЛЬТАРЕН ;299;/product/voltaren-005-n10-suppozitorii-rektalnye-5e32798465b5ab0001659996/
ПЕНТАФЛУЦИН-БРОНХО;УРАЛБИОФАРМ ОАО ;67;/product/pentafluczin-bronxo-0008020500202-n10-pak-50-granuly-dr-ra-dpriema-vnutr-5e327254ca7bdc00019318e3/
СТРЕПСИЛС ИНТЕНСИВ;Рекитт Бенкизер Хелскэр Мануфэкчуринг Лтд. ;232;/product/strepsils-intensiv-000875doza-15ml-sprej-dlya-mestnogo-primeneniya-dozirovannyj-5e326542ca7bdc000192b462/
Набор КСИЛЕН 0,05% 15МЛ ФЛАК СПРЕЙ НАЗАЛ и ZEWA ПЛАТОЧКИ НОСОВЫЕ ДЕЛЮКС /ДИЗАЙН N10Х10 вместе дешевле!;NoData;168;/product/606295d70c0a5b1d492958be/
НАСОБЕК;Тева Чешские Предприятия с.р.о. ;154;/product/nasobek-50mkgdoza-200doz-sprej-nazal-5e3279ccf5a9ae0001410d77/
ПИНОСОЛ;Санека Фармасьютикалс а.с. ;204;/product/pinosol-10ml-kapli-5e326f6865b5ab0001654c45/
ОТРИВИН;ОТРИВИН ;156;/product/otrivin-005-10ml-sprej-nazalnyj-dozirovannyj-dlya-detej-5e5565533573aa0001602c74/
НАБОР ОТРИВИН КОМПЛЕКС 0,0006/МЛ+0,0005/МЛ 10МЛ СПРЕЙ НАЗ закажи со скидкой 30% на вторую упаковку;ОТРИВИН ;404;/product/5fecbd5936066757e5c8ffd7/
КЕТОТИФЕН;ОЗОН ООО ;72;/product/ketotifen-0001-n30-tabl-ozon-5e3267d5ca7bdc000192c95b/
КОФАСМА;Аджио Фармацевтикалз Лтд ;225;/product/kofasma-200ml-sirop-5e3269e4f5a9ae000140900e/
ДОКСИЛАМИН-СЗ;Северная Звезда НАО ;147;/product/doksilamin-sz-0015-n30-tabl-pplenoboloch-5e8f3ba6d95ad700019ab31e/
ФЛИКСОТИД;Глаксо Вэллком С.А. ;985;/product/fliksotid-125mkgdoza-60doz-aerozol-ding-5e326404f5a9ae000140644a/
КСИМЕЛИН ЭКО С МЕНТОЛОМ;Такеда ГмбХ ;144;/product/ksimelin-eko-s-mentolom-140mkgdoza-10ml-naz-sprej-5e326dd765b5ab0001653da7/
НАБОР БЕНЗИДАМИН-АКРИХИН 0,255МГ/ДОЗА 176ДОЗ 30МЛ СПРЕЙ + АМБРОКСОЛ-АКРИХИН 0,03 N20 ТАБЛ закажи со скидкой 25%;NoData;258;/product/60dc169c7d7ed9e6640e7ab3/
НАБОР ОТРИВИН 0,05% 10МЛ СПРЕЙ НАЗАЛ закажи со скидкой 30% на вторую упаковку;ОТРИВИН ;265;/product/5fecbb5e36066757e5c8fcc1/
СТРЕПСИЛС ЭКСПРЕСС;Рекитт Бенкизер Хелскэр Интернешнл Лтд ;239;/product/strepsils-ekspress-n24-tabl-dlya-rassasyvaniya-5e3276cfca7bdc0001933b37/
КАФФЕТИН ЛАЙТ;АЛКАЛОИД АД Скопье ;123;/product/kaffetin-lajt-n12-tabl-5ef9815ff8f231000123aba9/
АМБРОКСОЛ;ИРБИТСКИЙ ХИМФАРМЗАВОД, ОАО ;59;/product/ambroksol-003-n20-tablirbitskij-xfz-5e326e08f5a9ae000140b06b/
АДЖИСЕПТ АНАНАС N24 ТАБЛ Д/РАССАС;Аджио Фармацевтикалз Лтд ;119;/product/adzhisept-ananas-n24-tabl-drassas-5e32774fca7bdc00019340ca/
АДЖИСЕПТ ЛИМОН N24 ТАБЛ Д/РАССАС;Аджио Фармацевтикалз Лтд ;117;/product/adzhisept-limon-n24-tabl-drassas-5e327760ca7bdc000193414b/
ДЕЗЛОРАТАДИН;Татхимфармпрепараты АО ;104;/product/dezloratadin-0005-n10-tabl-pplenobolochtatximfarm-5e3278b4f5a9ae000141039d/
РЕСПЕРО МИРТОЛ;Г.Поль-Боскамп ГмбХ и Ко.КГ ;307;/product/respero-mirtol-012-n20-kaps-kishechnorastvor-5fa948a4e2582500014df549/
ЗОДАК;А.Наттерманн энд Сие ГмбХ ;177;/product/zodak-001ml-20ml-kapli-5e3267d4ca7bdc000192c94d/
БРОНХОРУС 0,003/МЛ 100МЛ СИРОП;Синтез ОАО ;56;/product/bronxorus-0003ml-100ml-sirop-5e3279cef5a9ae0001410d85/
БРОМГЕКСИН;Обновление ПФК  АО ;87;/product/bromgeksin-0008-n28-tabl-induprenewal-5e327852f5a9ae00014100e6/
ЭЛЬЦЕТ;Оболенское Фармацевтическое предприятие, АО ;321;/product/elczet-0005-n14-tabl-pplenoboloch-5e326cf1ca7bdc000192f102/
ДУОРЕСП СПИРОМАКС;Нортон (Вотерфорд) Лимитед ;1 483;/product/duoresp-spiromaks-3209mkgdoza-por-dingdozir-60-doz-n1-5e32750ef5a9ae000140e38a/
ПЕНТАФЛУЦИН;УРАЛБИОФАРМ ОАО ;67;/product/pentafluczin-50-n5-pak-gran-dr-ra-5e326a6f65b5ab00016522e4/
НАЗОЛ БЭБИ;Институт де Ангели С.Р.Л. ;70;/product/nazol-bebi-0125-10ml-flakkap-kapli-nazal-5e326b36ca7bdc000192e409/
СИНГЛОН;Гедеон Рихтер Польша, ООО ;355;/product/singlon-0004-n28-zhev-tabl-5e32673b65b5ab0001650a0f/
СИНГУЛЯР;Мерк Шарп и Доум Лтд., /АКРИХИН АО ;1 181;/product/singulyar-0004-n14-zhev-tabl-5e32680d65b5ab0001651034/
ТАБЛЕТКИ ОТ КАШЛЯ;Обновление ПФК  АО ;77;/product/tabletki-ot-kashlya-n20-obnovlenie-5e3267dc65b5ab0001650ee5/
ЛОРАТАДИН;ОЗОН ООО ;56;/product/loratadin-001-n10-tabl-5e326ad565b5ab000165268d/
БРОНХОТОН;ВЕТПРОМ АД ;138;/product/bronxoton-1250-sirop-5e326a6cca7bdc000192dd8a/
ЛОРАГЕКСАЛ;Салютас Фарма ГмбХ ;49;/product/lorageksal-001-n10-tabl-5e327608f5a9ae000140ebdd/
АМБРОКСОЛ;ОЗОН ООО ;86;/product/ambroksol-00075ml-rastvor-dpriema-vnutr-i-ingalyaczij-40ml-flak-5e327162ca7bdc000193147c/
ФАРИНГОСЕПТ;С.К.Терапия С.А. ;167;/product/faringosept-001-n10-tabl-drassas-5e326a87ca7bdc000192de59/
ЗИРТЕК;Эйсика Фармасьютикалз С.р.л. ;164;/product/zirtek-001ml-20ml-kapli-dpriema-vnutr-5efdbc5ea087c4000102c0f8/
БЕКЛАЗОН ЭКО;Нортон Вотерфорд-Айвэкс Фармасьютикалс Ирландия ;281;/product/beklazon-eko-100mkgdoza-200doz-aerozol-ding-5e32775565b5ab0001658650/
ГРАММИДИН С АНЕСТЕТИКОМ;Делфарм Бладель Б.В./Валента Фарм, АО ;368;/product/grammidin-s-anestetikom-112-doz-sprej-dmest-prim-doz-60bf630b615790da51d760d6/
НАШАТЫРНО-АНИСОВЫЕ КАПЛИ;ТВЕРСКАЯ ФАРМАЧЕВТИЧЕСКАЯ ФАБРИКА ОАО ;85;/product/nashatyrno-anisovye-kapli-25ml-r-r-dpriema-vnutr-tverskaya-ff-5e32714b65b5ab0001655918/
МОМЕТАЗОН САНДОЗ;Лек Д.Д. ;295;/product/mometazon-sandoz-50mkgdoza-100-60doz-n1-flak-sprej-nazal-5e326a1c65b5ab0001652036/
МОНТЕЛАР 0,004 N28 ТАБЛ ЖЕВ;Генвеон Илач Санайи Ве Тиджарет Аноним Ширкети ;809;/product/montelar-0004-n28-tabl-zhev-60d4910bd7767d4972ffcef6/
МОМАТ РИНО;Гленмарк Фармасьютикалз Лтд ;295;/product/momat-rino-50mkgdoza-60-doz-sprej-nazaln-dozir-5e326e5cca7bdc000192fbde/
СИАЛОР АКВА;Обновление ПФК  АО ;230;/product/sialor-akva-morskaya-voda-10ml-n10-tyub-kap--renewal-5e32784d65b5ab0001658f81/
АЛТЕЯ СИРОП;Флора Кавказа ОАО ;52;/product/alteya-sirop-100ml-flak-sirop-5e3271c6f5a9ae000140cd21/
ЛЕВОЦЕТИРИЗИН;ОЗОН ООО ;221;/product/levoczetirizin-0005-n14-tabl-pplenobolochblister-ozon-6138bd5fbb58d05e778bfe01/
СПИОЛТО РЕСПИМАТ;Берингер Ингельхайм Фарма ГмбХ и Ко.КГ ;2 823;/product/spiolto-respimat-25mkg25mkgdoza-r-r-dlya-ing-4ml-5e326f97ca7bdc0001930858/
Набор КСИЛЕН 0,05% 15МЛ ФЛАК СПРЕЙ НАЗАЛ - 2 упаковки со скидкой;Верофарм ООО ;151;/product/6178df44c4661a419e61a90b/
Набор КСИЛЕН АКТИВ 0,1% 15,0 ФЛАК СПРЕЙ НАЗАЛ - 2 упаковки со скидкой;Верофарм ООО ;166;/product/6178dfb8cf6be15dcebf3747/
КСИЛЕН АКТИВ;Верофарм ООО ;102;/product/ksilen-aktiv-01-150-flak-sprej-nazal-5e32643165b5ab000164f40a/
ФЕНКАРОЛ;Олайнфарм АО ;245;/product/fenkarol-001-n20-tabl-5e32683bca7bdc000192ccb1/
ЛИЗОБАКТ;Босналек АО ;276;/product/lizobakt-n30-tabl-drassas-5e326ac165b5ab00016525d2/
ДУЛОКСЕНТА;КРКА, д.д., Ново место, АО ;699;/product/duloksenta-003-n14-kaps-kishechnorastvor-5e3267bef5a9ae0001407f62/
ФЛУОКСЕТИН КАНОН;Канонфарма продакшн, ЗАО ;102;/product/fluoksetin-kanon-002-n30-kaps-5e326c56f5a9ae000140a4c2/
МЕМАНТИН КАНОН;Канонфарма продакшн, ЗАО ;391;/product/memantin-kanon-001-n30-tabl-pplenoboloch-5e3277b9f5a9ae000140fb06/
Набор из 2х упаковок  СЕРЕНАТА 0,1 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ по специальной цене;Торрент Фармасьютикалс Лтд ;936;/product/6151910cb219e67974e98bd8/
АКРИОЛ ПРО 2,5%+2,5% 5,0 КРЕМ Д/МЕСТ/НАР ПРИМ;Акрихин ХФК АО ;193;/product/akriol-pro-2525-50-krem-dmestnar-prim-5e32759565b5ab0001657604/
Набор 2-х упаковок Эсциталопрам-АЛСИ 10 мг №30 со скидкой!;NoData;339;/product/617fbffe8c0aedb97c451f17/
СПАЗГАН;Вокхард Лтд ;134;/product/spazgan-05000501mg-n20-tabl-5e32682af5a9ae00014082a7/
ЦЕРАКСОН 0,5/4МЛ N5 АМП Р-Р В/В В/М;Феррер Интернасьональ С.А. ;272;/product/czerakson-054ml-n5-amp-r-r-vv-vm-5e326d33ca7bdc000192f2c1/
МЕКСИПРИМ;Обнинская химико-фармацевтическая компания ЗАО ;155;/product/meksiprim-0125-n30-tabl-pplenoboloch-5e326f08ca7bdc00019303f2/
"Набор ""Здоровый сон""";Органика, АО ;239;/product/612864dd89648c1e2af22359/
Набор 2-х упаковок Топирамат-АЛСИ 25 мг №30 со скидкой!;Алси Фарма  АО ;257;/product/617fc08eb26ea55f31b64068/
ЛЕВЕТИРАЦЕТАМ КАНОН;Радуга Продакшн ЗАО/ Канонфарма продакшн ЗАО ;506;/product/levetiraczetam-kanon-05-n30-tabl-pplenoboloch-5ee0848e7339f80001aaba7b/
СИНДРАНОЛ;"Фарматен Интернешнл С.А./Фармацевтический завод ""ЭГИС"" ";426;/product/sindranol-0002-n28-tabl-prolong-pplenoboloch-5e3275b865b5ab00016576d5/
ЦИТРАМОН УЛЬТРА;Алиум АО ;73;/product/czitramon-ultra-024003018-n20-tabl-pplenoboloch-60c094d943246f6bae87c669/
ЭНЦЕФАБОЛ;Мерк КгаА и Ко Верк Шпитталь ;1 057;/product/enczefabol-01-n50-tabl-po-5e3279a3f5a9ae0001410bf2/
ГЛИЦИН;Татхимфармпрепараты АО ;30;/product/gliczin-01-n50-tabl-zashhech-pyazych-tatximfarm-5e32723bca7bdc0001931871/
ТОПИРАМАТ-АЛСИ;Алси Фарма  АО ;163;/product/topiramat-alsi-0025-n30-tabl-pplenoboloch-5e326e2165b5ab0001653fa3/
ЗОЛМИТРИПТАН-СЗ;Северная Звезда НАО ;337;/product/zolmitriptan-sz-00025-n10-tabl-pplenoboloch-5f92e49fcd72840001dfb64a/
ТЕМПАЛГИН;Софарма АО ;142;/product/tempalgin-n20-tabl-pplenoboloch-5e3264da65b5ab000164f719/
Набор 2-х упаковок Топирамат-АЛСИ 100 мг №30 со скидкой!;Алси Фарма  АО ;548;/product/617fc08ef428bfbae1cfafd1/
ЛИДОКАИН;Биосинтез ПАО ;40;/product/lidokain-002ml-2ml-n10-amp-r-r-dinpachkabiosintez-60d9be56a16c9973d1611d73/
ХОЛИТИЛИН;Канонфарма продакшн, ЗАО ;404;/product/xolitilin-04-n14-kapsbanka-610a58abac3d8f52725797af/
Набор 1 уп. КОЛДАКТ С ВИТАМИНОМ С N10 ТАБЛ + 1 уп. НЕОТРАВИСИЛ РАСТИТЕЛЬНЫЕ ПАСТИЛКИ Мед-Лимон N25;NoData;387;/product/6163f23ba400d291138c741e/
СЕМАКС;Пептоген Инновационный научно-производственный цен ;1 657;/product/semaks-1-3ml-kapli-nazal-5e326aa3ca7bdc000192df71/
НООКАМ;КАМЕЛИЯ НПП ООО ;154;/product/nookam-040025-n60-kaps-5e326c3c65b5ab00016532ae/
АНАЛЬГИН-ЛЕКТ;Тюменский  ХФЗ ОАО ;35;/product/analgin-lekt-05-n20-tabl-5e326ccbf5a9ae000140a6dd/
ЭСЦИТАЛОПРАМ;Березовский фармацевтический завод,ЗАО ;245;/product/esczitalopram-001-n28-tabl-pplenobolochbfz-5e327164ca7bdc0001931489/
ГИДРОКСИЗИН КАНОН;Канонфарма продакшн, ЗАО ;81;/product/gidroksizin-kanon-0025-n25-tabl-pplenoboloch-5e326c42ca7bdc000192ed95/
ФЕНИБУТ;Органика АО ;164;/product/fenibut-025-n20-tabl-organika-5e32765c65b5ab0001657d80/
ЦИТОФЛАВИН;ПОЛИСАН НТФФ, ООО ;449;/product/czitoflavin-n50-tabl-pkishechrastvoroboloch-5e32689a65b5ab00016515a1/
КОРВАЛОЛ-МФФ;МОСКОВСКАЯ ФАРМ. ФАБРИКА, ЗАО ;25;/product/korvalol-mff-15ml-kapli-5e326a7ff5a9ae00014094b5/
ВЕЛАКСИН;Эгис Фармацевтический завод ЗАО ;714;/product/velaksin-00375-n28-tabl-5e326b16f5a9ae00014099cc/
АКСАМОН;Эллара ООО ;827;/product/aksamon-0005ml-1ml-n10-amp-r-r-vm-pk-5e326754f5a9ae0001407c55/
МЕМАНТИН-ВЕРТЕКС;Вертекс Акционерное Общество ;1 329;/product/memantin-verteks-001-n90-tabl-pplenoboloch-6140a9923a42ea9442921a90/
"Набор от простуды ""Скорее выздоравливай и укрепляй иммунитет"":Аспирин-С N10 шип таб и витамины Супрадин Иммуно N14 саше";NoData;653;/product/610d381a4f188762119b1163/
Набор из 1 уп. сотрет 0,01 n30 капс и 1 уп. серлифт 0,05 n28 табл п/плен/оболч по спец. цене;NoData;1 487;/product/613b38e0a5607911dbe1ad8c/
ДЕПАКИН ХРОНОСФЕРА;Санофи Винтроп Индустрия ;129;/product/depakin-xronosfera-01-n30-pak-gran-prolong-vysvob-5e3274bfca7bdc0001932a64/
ФЕНИБУТ;Московский эндокринный завод  ФГУП ;232;/product/fenibut-025-n20-tabl-mez-5e3274d8f5a9ae000140e1f4/
БЕТАСЕРК;Верофарм АО ;401;/product/betaserk-0008-n30-tabl-5f47b65707405200015c08bc/
ТРИЛЕПТАЛ;Новартис Фарма С.п.А. ;311;/product/trileptal-015-n50-tabl-pplenoboloch-5e3274a165b5ab0001656e88/
ЛАМОТРИДЖИН КАНОН;Канонфарма продакшн, ЗАО ;251;/product/lamotridzhin-kanon-0025-n30-tabl-5e326c3ff5a9ae000140a420/
ДОЛОСПА ТАБС;Наброс Фарма Пвт Лтд ;80;/product/dolospa-tabs-n20-tabl-5e32797ef5a9ae0001410a9c/
КЕППРА 500МГ ТАБЛЕТКИ;ЮСБ Фарма С.А. ;979;/product/keppra-05-n30-tabl-pplenoboloch-5e3274e165b5ab00016570ee/
ФЕРВЕКС;ФЕРВЕКС ;182;/product/ferveks-n4-pak-por-dr-ra-dpriema-vnutr-limonnyj-s-saxarom-5e32785cf5a9ae000141012f/
ВАЛЕРИАНЫ НАСТОЙКА;ЭКОлаб (ЗАО) ;29;/product/valeriany-nastojka-25ml-indupekolab-5e3264f4f5a9ae000140699b/
АКРИОЛ ПРО;Акрихин ХФК АО ;866;/product/akriol-pro-2525-300-krem-dmestnar-prim-5e327686ca7bdc000193395e/
ГАБАПЕНТИН;ПИК-ФАРМА ЛЕК, ООО ;389;/product/gabapentin-03-n50-kaps-5e326c71f5a9ae000140a565/
АМИНАЛОН 0,25 N100 ТАБЛ П/ПЛЕН/ОБОЛОЧ/ОРГАНИКА/;Органика АО ;200;/product/aminalon-025-n100-tabl-pplenobolochorganika-5e326a8dca7bdc000192dea4/
Набор из 1 уп. серлифт 0,05 n28 табл п/плен/оболч и 1 уп. виатайл 0,05 n10 табл п/плен/оболоч по спец. цене;NoData;1 688;/product/613b39e60f12b69b6d5eb48d/
